Industry,Equipment,Component Part,Lube Spec,Lube Requirements,Standard,Premium,Supreme
Coal Plant,['Coal Plant'],Electric Motor - Plain Bearings,"Premium VI
High VI","Water separability
Wet and Dry Filterability
Multi metal compatibility
Rust and corrosion protection",PETRONAS Hydraulic,PETRONAS Hydraulic HV,PETRONAS Hydraulic ESF
Coal Plant,['Coal Plant'],Gearbox / Reducer,AGMA  1-7 EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Coal Plant,['Coal Plant'],Hydraulics,"Premium VI
High VI","Water separability
Wet and Dry Filterability
Multi metal compatibility
Rust and corrosion protection",PETRONAS Hydraulic,PETRONAS Hydraulic HV,PETRONAS Hydraulic ESF
Coal Plant,['Coal Plant'],Fans - Plain Bearings,ISO VG range,"Demulsibity
Low foaming tendencies
Antiwear properties",PETRONAS Circula,-,PETRONAS Circula Syn
General,['General'],Bearings  (Grease),NLGI 2 EP,"High load capability
Water tolerance
Long life",PETRONAS Grease Li EP 2,PETRONAS Grease CaSx,PETRONAS Grease LiX Syn 2/220
General,['General'],Gearbox / Reducer / Bearings (Oil),AGMA 4-7 EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP *,PETRONAS Gear FL,PETRONAS Gear Syn PAO
General,['General'],Electric Motor Bearings,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
General,['General'],Bearings (Oil),ISO VG  68,"Demulsibity
Low foaming tendencies
Antiwear properties",PETRONAS Hydraulic,PETRONAS Hydraulic HV,PETRONAS Hydraulic ESF
General,['General'],Bearings (Grease),NLGI 2 EP,"High load capability
Water tolerance
Long life",PETRONAS Grease Li EP 2,PETRONAS Grease LiX 2/170),PETRONAS Grease LiX Syn 2/220
General,['General'],Electric Motor Bearings,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
General,['General'],Air compressor,51506-VDL,"Oxidation stability
Good air release
Foam tendencies",PETRONAS Compressor A M2,PETRONAS Compressor A M4,PETRONAS Compressor A Syn
General,['General'],Electric Motor Bearings,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
General,['General'],Bearings (Grease),NLGI 2 EP,"High load capability
Extreme water tolerance
Long life",PETRONAS Grease Li EP 2,,PETRONAS Grease LiX Syn 2/220
General,['General'],Bearings (Oil),ISO VG range,"Demulsibity
Low foaming tendencies
Antiwear properties",PETRONAS Jenteram,PETRONAS Jenteram G,PETRONAS Jenteram Syn
General,['General'],Diesel Engine Oil,Engine Oil 15W40 / 10W40,"Cold starting
Long idling periods
Soot handling",PETRONAS Urania LD 7 **,PETRONAS Urania 5000 E 15W40 **,PETRONAS Urania 7000 E 10W40 **
General,['General'],Cooling System,Coolant Fluid,"Long periods of work
High temperature",PETRONAS Paraflu 11 **,PETRONAS Paraflu Up Ready **,-
General,['General'],Electric Motor Bearings,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
General,['General'],Gas Turbine,ISO VG range,"Demulsibity
Low foaming tendencies
Antiwear properties",PETRONAS Jenteram,PETRONAS Jenteram G,PETRONAS Jenteram Syn
General,['General'],Gearbox / Reducer,ISO VG range,"Demulsibity
Low foaming tendencies
Antiwear properties",PETRONAS Jenteram,PETRONAS Jenteram G,PETRONAS Jenteram Syn
General,['General'],Cutting fluids,,"High emulsion stability
Excellent lubricity and anti-weld
Anti-rust, anti-corrosion
Anti-sludge
Anti-bacterial",Mecafluid SM 59**,Mecafluid S 2006**,-
General,['General'],Grease points,NLGI 2 EP,"Water tolerance
High load capability",PETRONAS Grease Li EP 2,,PETRONAS Grease LiX Syn 2/220
General,['General'],Hydraulics,"ISO VG range 
HM specification","Good air release
Water separability
Low foaming tendencies",PETRONAS Hydraulic,PETRONAS Hydraulic HV,PETRONAS Hydraulic ESF
General,['General'],Slide way oils,"ISO VG 68 and 220
Cincinnati Machine Spec","Pumpability and sprayability
Adhesive characteristics
Extreme pressure",PETRONAS Slideway,-,-
Coal Yard - Transport,['Coal Yard - Transport'],Plummer block bearing (Grease),NLGI 2 EP,"High load capability
Water tolerance
Long life",PETRONAS Grease LiX EP 2/380,,PETRONAS Grease LiX Syn 2/460
Coal Yard - Transport,['Coal Yard - Transport'],Open Gears,"AGMA 251.01
FZG
US Steel","Pumpability and sprayability
Adhesive characteristics
Extreme pressure
Low consumption",-,PETRONAS Grease LiCa TMG,
Coal Yard - Transport,['Coal Yard - Transport'],Electric Motor (Grease),NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
Coal Yard - Transport,['Coal Yard - Transport'],Gearbox / Reducer,AGMA 4-7 EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP*,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Coal Yard - Transport,['Coal Yard - Transport'],Converter,"SAE 30
TO-4 series","Long drain intervals
High temperature handling
High load capability",PETRONAS Powertrans T4,-,-
Coal Yard - Transport,['Coal Yard - Transport'],Engine,Engine Oil 15W40 / 10W40,"Excessive dust
Long periods of work
Maintenance in the field",PETRONAS Urania LD 7 **,PETRONAS Urania 5000 E 15W40 **,PETRONAS Urania 7000 E 10W40 **
Coal Yard - Transport,['Coal Yard - Transport'],Cooling System,Coolant Fluid,"Long periods of work
High temperature",PETRONAS Paraflu 11 **,PETRONAS Paraflu Up Ready **,-
Coal Yard - Transport,['Coal Yard - Transport'],Final Drive,"SAE 50
TO-4 series","Long drain intervals
High temperature handling
High load capability",PETRONAS Powertrans T4 **,-,-
Coal Yard - Transport,['Coal Yard - Transport'],Grease points,NLGI 2 EP,"With solid lubricants
Water tolerance
High load capability",PETRONAS Grease LiX MEP,PETRONAS Grease LiCa MG HL,PETRONAS Grease LiCa MG XHL
Coal Yard - Transport,['Coal Yard - Transport'],Hydraulics / Steering,"SAE 10W
TO-4 series","Long drain intervals
High temperature handling
High load capability",PETRONAS Powertrans T4 10W,-,-
Coal Yard - Transport,['Coal Yard - Transport'],Transmission,"SAE 30
TO-4 series","Long drain intervals
High temperature handling
High load capability",PETRONAS Powertrans T4 30W **,-,-
Coal Yard - Transfers,['Coal Yard - Transfers'],Bearings,NLGI 2 EP,"High load capability
Water tolerance
Long life",PETRONAS Grease LiX EP 2/380,,PETRONAS Grease LiX Syn 2/460
Coal Yard - Transfers,['Coal Yard - Transfers'],Gearbox / Reducer,AGMA 4-7 EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP*,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Coal Yard - Transfers,['Coal Yard - Transfers'],Open Gears,"AGMA 251.01
FZG
US Steel","Pumpability and sprayability
Adhesive characteristics
Extreme pressure
Low consumption",-,PETRONAS Grease LiCa TMG,
Coal Yard - Transfers,['Coal Yard - Transfers'],Cables,OIPEEC,"Core penetration
Adhesive characteristics
Elasticity
Rust and corrosion protection",PETRONAS Grease LiCa GEP 2.5,-,-
Coal Yard - Transfers,['Coal Yard - Transfers'],Hydraulics (Stationary),ISO VG 46 / 68,"High viscosity index
Water and dust tolerance
Water separability",PETRONAS Hydraulic,PETRONAS Hydraulic HV,PETRONAS Hydraulic ESF
Coal Yard - Transfers,['Coal Yard - Transfers'],Electric Motor Bearings,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
Coal Yard - Transfers,['Coal Yard - Transfers'],Slewing Ring Bearing,NLGI 2,"Extreme load
White solids
Thermal and oxidation stability",-,-PETRONAS Grease LiCa HL,PETRONAS Grease LiCa XHL
Coal Yard - Transfers,['Coal Yard - Transfers'],Reclaimer Chains,NLGI 2 EP,"High load capability
Extreme water tolerance
Long life",PETRONAS Grease LiX EP,PETRONAS Grease LiCa Semi Syn,PETRONAS Grease LiX Syn 2/460
Coal Yard - Storage,['Coal Yard - Storage'],Bearings (Grease),NLGI 2 EP,"High load capability
Extreme water tolerance
Long life",PETRONAS Grease LiX EP 2/380,,PETRONAS Grease LiX Syn 2/460
Coal Yard - Storage,['Coal Yard - Storage'],Electric Motor Bearings,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
Coal Yard - Storage,['Coal Yard - Storage'],Gear drives,AGMA 4-7 EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP*,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Coal Yard - Storage,['Coal Yard - Storage'],Grease points,NLGI 2 EP,"Water tolerance
High load capability",PETRONAS Grease Li EP 2,,PETRONAS Grease LiX Syn 2/220
Coal Yard - Storage,['Coal Yard - Storage'],Hydraulics (stationary),"ISO VG 46 / 68
High viscosity index","Good air release
Water separability
Low foaming tendencies",PETRONAS Hydraulic,PETRONAS Hydraulic HV,PETRONAS Hydraulic ESF
Coal Yard - Transfers,['Coal Yard - Transfers'],Bearings,NLGI 2 EP,"High load capability
Water tolerance
Long life",PETRONAS Grease LiX EP 2/380,,PETRONAS Grease LiX Syn 2/460
Coal Yard - Transfers,['Coal Yard - Transfers'],Gearbox / Reducer,AGMA 4-7 EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP*,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Coal Yard - Transfers,['Coal Yard - Transfers'],Open Gears,"AGMA 251.01
FZG
US Steel","Pumpability and sprayability
Adhesive characteristics
Extreme pressure
Low consumption",-,PETRONAS Grease LiCa,
Coal Yard - Transfers,['Coal Yard - Transfers'],Coupling (Grease),"NLGI 1
AGMA CG 1 and 2","Low oil bleed
Oxidation stability
Resistance to centrifugal force",PETRONAS Grease Li 2,PETRONAS Grease PE HS,-
Coal Yard - Transfers,['Coal Yard - Transfers'],Coupling (oil),ISO VG 46,"Oxidation stability
Good air release
Low foaming tendencies",PETRONAS Jenteram,PETRONAS Jenteram G,PETRONAS Jenteram Syn
Coal Yard - Transfers,['Coal Yard - Transfers'],Hydraulics (stationary),ISO VG 46 / 68,"High viscosity index
Water and dust tolerance
Water separability",PETRONAS Hydraulic,PETRONAS Hydraulic HV,PETRONAS Hydraulic ESF
Coal Yard - Transfers,['Coal Yard - Transfers'],Electric Motor Bearings,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
Coal Yard - Transfers,['Coal Yard - Transfers'],Reclaimer Chains,NLGI 2 EP,"High load capability
Extreme water tolerance
Long life",PETRONAS Grease LiX EP 2/380,,PETRONAS Grease LiX Syn 2/460
Coal Yard - Crushing,['Coal Yard - Crushing'],Bearings (Grease),NLGI 2 EP,"High load capability
Extreme water tolerance
Long life",PETRONAS Grease LiX EP 2/380,,PETRONAS Grease LiX Syn 2/460
Coal Yard - Crushing,['Coal Yard - Crushing'],Bearings (Oil),ISO VG range,"Demulsibity
Low foaming tendencies
Antiwear properties",PETRONAS Gear MEP,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Coal Yard - Crushing,['Coal Yard - Crushing'],Electric Motor Bearings,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
Coal Yard - Crushing,['Coal Yard - Crushing'],Gearbox / Reducer,AGMA 4-7 EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP*,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Coal Yard - Crushing,['Coal Yard - Crushing'],Grease points,NLGI 2 EP,"Water tolerance
High load capability",PETRONAS Grease Li EP 2,,PETRONAS Grease LiX Syn 2/220
Coal Yard - Crushing,['Coal Yard - Crushing'],Hydraulics (Stationary),"ISO VG 46 / 68
High viscosity index","Good air release
Water separability
Low foaming tendencies",PETRONAS Hydraulic,PETRONAS Hydraulic HV,PETRONAS Hydraulic ESF
Coal Yard - Transfers,['Coal Yard - Transfers'],Bearings (Grease),NLGI 2 EP,"High load capability
Extreme water tolerance
Long life",PETRONAS Grease LiX EP 2/380,,PETRONAS Grease LiX Syn 2/460
Coal Yard - Transfers,['Coal Yard - Transfers'],Bearings (Oil),ISO VG range,"Demulsibity
Low foaming tendencies
Antiwear properties",PETRONAS Gear MEP *,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Coal Yard - Transfers,['Coal Yard - Transfers'],Coupling (Oil),ISO VG 46,"Oxidation stability
Good air release
Low foaming tendencies",PETRONAS Jenteram,PETRONAS Jenteram G,PETRONAS Jenteram Syn
Coal Yard - Transfers,['Coal Yard - Transfers'],Coupling (Grease),"NLGI 1
AGMA  1 and 3","Low oil bleed
Oxidation stability
Resistance to centrifugal force",PETRONAS Grease Li 2,PETRONAS Grease PE HS,-
Coal Yard - Transfers,['Coal Yard - Transfers'],Electric Motor Bearings,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
Coal Yard - Transfers,['Coal Yard - Transfers'],Gearbox / Reducer,AGMA 4-7 EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP *,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Coal Yard - Transfers,['Coal Yard - Transfers'],Grease points,NLGI 2 EP,"Water tolerance
High load capability",PETRONAS Grease Li EP 2,,PETRONAS Grease LiX Syn 2/220
Coal Yard - Transfers,['Coal Yard - Transfers'],Hydraulics (Stationary),"ISO VG 46 / 68
High viscosity index","Good air release
Water separability
Low foaming tendencies",PETRONAS Hydraulic,PETRONAS Hydraulic HV,PETRONAS Hydraulic ESF
Coal Yard - Transfers,['Coal Yard - Transfers'],Open Gears,"AGMA 251.01
FZG
US Steel","Pumpability and sprayability
Adhesive characteristics
Extreme pressure
Low consumption",,PETRONAS Grease LiCa TMG,
Coal Yard - Transfers,['Coal Yard - Transfers'],Conveyor Back stop,NLGI 2,,PETRONAS Grease Li 2,PETRONAS Grease PU,-
Coal Pulverising,['Coal Pulverising'],Bearings (Oil),ISO VG range,"Demulsibity
Low foaming tendencies
Antiwear properties",PETRONAS Gear MEP *,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Coal Pulverising,['Coal Pulverising'],Grease points,"NLGI 2 EP
Solid lubricants","Water tolerance
High load capability
Shock loading",PETRONAS Grease LiX EP 2/380,PETRONAS Grease LiCa MG HL,PETRONAS Grease LiCa MG XHL
Coal Pulverising,['Coal Pulverising'],Bearings (Grease),NLGI 2 EP,"High load capability
Extreme water tolerance
Long life",-,-,PETRONAS Grease LiX Syn 1/1500
Coal Pulverising,['Coal Pulverising'],Electric Motor Bearings,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
Coal Pulverising,['Coal Pulverising'],Gearbox / Reducer,AGMA 4-7 EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Coal Pulverising,['Coal Pulverising'],Hydraulics (stationary),"ISO VG 46 / 68
High viscosity index","Good air release
Water separability
Low foaming tendencies",PETRONAS Hydraulic,PETRONAS Hydraulic HV,PETRONAS Hydraulic ESF
Coal Pulverising,['Coal Pulverising'],Bearings (Oil),ISO VG range,"Demulsibity
Low foaming tendencies
Antiwear properties",PETRONAS Circula,-,PETRONAS Circula Syn
Coal Pulverising,['Coal Pulverising'],Thrust Bearing,ISO VG range,"Demulsibity
Low foaming tendencies
Antiwear properties",PETRONAS Circula,-,PETRONAS Circula Syn
Coal Pulverising,['Coal Pulverising'],Open Gears,"AGMA 251.01
FZG
US Steel","Pumpability and sprayability
Adhesive characteristics
Extreme pressure
Low consumption",-,PETRONAS Grease LiCa TMG,-
Coal Pulverising,['Coal Pulverising'],Bearings (Grease),NLGI 2 EP,"High load capability
Extreme water tolerance
Long life",PETRONAS Grease LiX EP 2/380,,PETRONAS Grease LiX Syn 2/460
Coal Pulverising,['Coal Pulverising'],Coupling (grease),"NLGI 1
AGMA  1 and 3","Low oil bleed
Oxidation stability
Resistance to centrifugal force",PETRONAS Grease Li 2,PETRONAS Grease PE HS,-
Coal Pulverising,['Coal Pulverising'],Electric Motor Bearings (Grease),NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
Coal Pulverising,['Coal Pulverising'],Electric Motor Bearings (Oil),ISO VG 32 or 46,"Demulsibity
Low foaming tendencies
Antiwear properties",PETRONAS Circula,-,PETRONAS Circula Syn
Coal Pulverising,['Coal Pulverising'],Gearbox / Reducer,AGMA 4-7 EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP*,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Coal Pulverising,['Coal Pulverising'],Grease points,NLGI 2 EP,"Water tolerance
High load capability",PETRONAS Grease LiX EP 2/380,,PETRONAS Grease LiX Syn 2/460
Steam Generation Plant,['Steam Generation Plant'],Dampers,NLGI 2 EP,Long life,PETRONAS Grease Li EP 2,,PETRONAS Grease LiX Syn 2/220
Steam Generation Plant,['Steam Generation Plant'],Pressure relief valves,"NLGI 2 EP
Solid lubricants (white)","High temperature
Long life",-,PETRONAS Grease LiX MEP,
Steam Generation Plant,['Steam Generation Plant'],Bearings (Oil),ISO VG range,"Demulsibity
Low foaming tendencies
Antiwear properties",PETRONAS Circula,-,PETRONAS Circula Syn
Steam Generation Plant,['Steam Generation Plant'],Turbine Drive,ISO VG range,"Demulsibity
Low foaming tendencies
Antiwear properties",PETRONAS Jenteram,PETRONAS Jenteram G,PETRONAS Jenteram Syn
Steam Generation Plant,['Steam Generation Plant'],Bearings (Grease),NLGI 2 EP,"High load capability
Extreme water tolerance
Long life",PETRONAS Grease Li EP 2,PETRONAS Grease CaSx,PETRONAS Grease LiX Syn 2/220
Steam Generation Plant,['Steam Generation Plant'],Electric Motor Bearings,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
Steam Generation Plant,['Steam Generation Plant'],Gearbox / Reducer (Variable Speed),ISO VG range,"Demulsibity
Low foaming tendencies
Antiwear properties",PETRONAS Circula,-,PETRONAS Circula Syn
Steam Generation Plant,['Steam Generation Plant'],Grease points,NLGI 2 EP,"Water tolerance
High load capability",PETRONAS Grease Li EP 2,Petronas Grease CaSx,PETRONAS Grease LiX Syn 2/220
Steam Generation Plant,['Steam Generation Plant'],Gearbox / Reducer (Grease),NLGI 2 EP,"High temperature
Long life",-,PETRONAS Grease Clay Syn 2/220,
Steam Generation Plant,['Steam Generation Plant'],Gearbox / Reducer (oil),AGMA  4-7 EP,"High temperature
High load capability
Low foaming tendencies",-,-,PETRONAS Gear Syn WI
Steam Generation Plant,['Steam Generation Plant'],Grease points,NLGI 2 EP,"High temperature
Long life",-,PETRONAS Grease LiX EP 2/380,PETRONAS Grease LiX Syn 2/220
